id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
26836198;Maison neuve bordelaise idéale à 5 km de Bordeaux;76286486;Mj;Merignac;Capeyron;44.85042404311382;-0.6412249816242833;Entire home/apt;190;2;2;24/08/2018;1.58;1;133
26836706;Belle appartement en plein coeur des chartrons;6759633;Jean Christophe;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.849999815770715;-0.5699710065008011;Entire home/apt;60;3;1;24/08/2018;1;1;0
26837363;Appartement avec jardinet et potager!;96540020;Camille;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.83577508093103;-0.6061909987085504;Entire home/apt;50;3;2;09/09/2018;1.87;1;68
26840142;Appartement T1 bis (tram B à 500m);61615336;Gaëlle;Pessac;Arago-La Chataigneraie;44.79080628886795;-0.6505206457708895;Entire home/apt;32;2;1;05/08/2018;0.71;1;55
26840432;Studio + terrasse hyper centre;37336036;Camille;Bordeaux;Centre ville (Bordeaux);44.839892183474554;-0.5737544777135694;Entire home/apt;50;1;10;27/08/2018;4.76;1;0
26841393;Bordeaux appartement;60742587;Margaux;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85157929002104;-0.5873517883128695;Entire home/apt;50;6;1;20/07/2018;0.52;1;65
26841659;T3 proche quais et tram pour un séjour Bordelais;18148321;Anne;Bordeaux;Bordeaux Maritime;44.85988132747131;-0.5581497497007859;Entire home/apt;90;2;1;12/08/2018;0.86;3;0
26842341;Studio Bordeaux Centre;138849245;Edouard Et Appoline;Bordeaux;Nansouty - Saint Gens;44.828420769602594;-0.577509103715213;Entire home/apt;39;2;12;09/09/2018;6.21;1;0
26846412;Chambre atypique en plein coeur de Bordeaux;201901011;Mathieu;Bordeaux;Centre ville (Bordeaux);44.83854664890309;-0.5721843582052372;Private room;35;2;5;27/08/2018;2.42;1;0
26851156;Grande échoppe bordelaise rénovée;123077691;Sabine;Bordeaux;Caudran;44.8413431435328;-0.6144958981761266;Entire home/apt;200;3;1;27/08/2018;1;1;0
26854970;Échoppe T2 avec mezzanine;156028318;Michael;Bgles;Bgles;44.81750369821975;-0.541105464440522;Entire home/apt;40;3;0;;;1;0
26861741;Bel appartement situé au cœur de Bordeaux.;91944158;Sebastien;Bordeaux;Centre ville (Bordeaux);44.84440090902429;-0.5849884186497183;Entire home/apt;60;2;2;19/08/2018;1.76;1;226
26862421;Maison esprit loft au cœur des Chartrons;27166712;Amélie;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85006848754641;-0.5730002023087196;Entire home/apt;120;2;0;;;1;120
26864055;Appt rdc avec Jardin,quartier très calme, 4lits;170791620;Johan;Bruges;Bruges;44.88273893255249;-0.5895993065635815;Entire home/apt;50;3;2;26/08/2018;2;1;7
26867866;House with two bedrooms and garden  in Lormont;202069477;Guzel;Lormont;Lormont;44.8764122704103;-0.5198710962511102;Entire home/apt;40;14;0;;;1;0
26868881;Chambre Bordeaux avec belle vue sur balcon;128140253;Clara;Merignac;La Glacire;44.82690722065691;-0.6133560707631008;Private room;40;1;0;;;2;362
26871873;Chambre avec salle de bain , appartement de charme;63251010;Sandra;Bordeaux;Nansouty - Saint Gens;44.821540237164136;-0.5810408395684071;Private room;45;1;0;;;1;7
26880099;COZY STUDIO WITH TERRACE - BORDEAUX ST GENES - (APT 34);201288120;Sebastien;Bordeaux;Nansouty - Saint Gens;44.82759987168605;-0.5823054804826041;Entire home/apt;45;2;2;24/08/2018;1.18;2;0
26881871;STUDIO A avec balcon GARE ST JEAN BORDEAUX;202200787;Julia;Bordeaux;Bordeaux Sud;44.827163975042055;-0.5576797253604078;Entire home/apt;39;2;1;25/07/2018;0.57;1;205
26882263;L'oasis;74118311;Faustine;Bordeaux;La Bastide;44.84576875411513;-0.5431247830875358;Entire home/apt;79;2;4;09/09/2018;3.64;1;11
26883241;Chambre privée, parking et terrasse vue sur jardin;84440847;Sophie;Bordeaux;Bordeaux Maritime;44.86301807765512;-0.5621570775963847;Private room;32;1;11;01/09/2018;6.23;2;139
26883407;Charmant appartement familial pour 4/6 personnes;136946448;Nelly;Merignac;Bourran;44.84093437561987;-0.6387916960804535;Entire home/apt;60;1;17;01/09/2018;8.50;1;0
26884668;Appartement neuf aux pieds du tram merignac;65614951;Sophie;Merignac;Arlac;44.82445624986254;-0.6268862535415348;Entire home/apt;80;3;2;21/08/2018;1.87;1;13
26886466;Charmant duplex de 46 m2 au cœur des Chartrons;99458126;Lisa-Annabelle;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.8534084768547;-0.5697089899635217;Entire home/apt;50;2;16;16/08/2018;8.14;1;103
26890713;Triangle d’or: Resto/commerces/Tram à 2 pas - 4 p.;77574624;Yaël;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.844930195940506;-0.5778846675622508;Entire home/apt;110;2;3;18/08/2018;2.00;1;355
26893176;Charmant appartement avec balcon;90904013;Adrien;Cenon;Gambetta-Mairie-Lissandre;44.85327135569178;-0.5362435265178561;Entire home/apt;78;5;2;13/08/2018;1.71;1;0
26894455;Studio jeune actif dans cour intérieure;16082663;Fiona;Bordeaux;Nansouty - Saint Gens;44.826145971110115;-0.5687942413552753;Entire home/apt;25;1;2;21/07/2018;1.00;1;0
26898448;Appartement spacieux 47 m2 avec terrasse partagée;21204193;Jean Baptiste;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85386761398905;-0.5688438118831346;Entire home/apt;60;5;8;13/09/2018;8;1;57
26902895;Bordeaux Centre Maison Bourgeoise Jardin Jacuzzi;9241515;Anne Sophie;Bordeaux;Centre ville (Bordeaux);44.84075332184493;-0.595632057782969;Entire home/apt;190;2;0;;;1;19
26903584;Jolie échoppe avec jardin;202406881;Christelle;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.83628778353333;-0.6007436209035928;Entire home/apt;95;3;1;11/08/2018;0.83;1;28
26907817;Bordeaux, Charmante maison type échoppe;54774760;Pascal;Bordeaux;Bordeaux Sud;44.825822328299815;-0.5668278181270536;Entire home/apt;60;3;2;11/08/2018;1.54;1;129
26909890;Chambre privée dans grand apt au cœur de Bordeaux;49984130;Florence;Bordeaux;Nansouty - Saint Gens;44.82568969065314;-0.587337763364626;Private room;30;1;6;02/09/2018;2.95;1;44
26911055;Belle maison avec jardin, proche du centre-ville.;46402483;Lawrence;Talence;Talence;44.81884036657375;-0.5859059772080178;Private room;30;14;3;01/09/2018;1.70;1;4
26917634;Studio Design en plein coeur de Bordeaux;108560963;Sabine;Bordeaux;Centre ville (Bordeaux);44.83979901426347;-0.570895464321824;Entire home/apt;105;2;3;09/09/2018;1.88;1;238
26920527;Charmant T1 de 26 m2 avec cour privée.;148836359;Cyril;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85434704967416;-0.5866221789208125;Entire home/apt;50;1;17;11/09/2018;10.41;1;162
26922555;Bordeaux  : 4pièces de 80m² avec grand balcon;84790239;Barbara;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.859713143077116;-0.5685135153658415;Entire home/apt;62;7;2;24/08/2018;2;1;76
26924384;Nuit au Manga Café;61385879;Carpe;Bordeaux;Bordeaux Sud;44.83440512316243;-0.5659962339706748;Shared room;13;1;3;25/08/2018;2.20;3;80
26933717;Duplex 90 m2 dernier étage terrasse 30m2;13331906;Anne;Bordeaux;La Bastide;44.84427430251408;-0.5621894992337457;Entire home/apt;160;2;1;17/08/2018;1;1;265
26937852;Appartement cosy au calme sur ligne de tramway;70750680;Maud;Le Bouscat;Le Bouscat;44.86800765304205;-0.5911182316380973;Entire home/apt;50;2;3;23/08/2018;1.96;1;246
26938472;Grande maison familiale avec piscine;12918767;Marion;Bordeaux;La Bastide;44.84469006512321;-0.5515172366135168;Entire home/apt;250;2;1;22/08/2018;1;1;50
26939542;Maison spacieuse + jardin, proche du centre-ville;23375753;Naomi;Talence;Talence;44.81915312480823;-0.5877826816352809;Private room;25;3;5;31/08/2018;3.00;1;181
26940233;T2 (50m²) agréable & lumineux, avec balcon;131884907;Martin;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.82136092036491;-0.6020528125316863;Entire home/apt;44;6;2;04/08/2018;1.25;1;0
26940859;Chambre en toute simplicité chez l’habitant;48144056;Cécilia;Eysines;Eysines;44.880242212444806;-0.658489538645561;Private room;25;1;3;02/08/2018;1.61;2;0
26942827;Stunning view of Bordeaux - St Michel - 2 bedrooms;7562565;Marine;Bordeaux;Bordeaux Sud;44.82764580173217;-0.5625856861055128;Entire home/apt;75;2;6;31/08/2018;6;1;3
26943032;"""La Belle Endormie"" Surîn Room, B&B , *Massages";16848378;Fanny Et Antony;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85111639163789;-0.5837113972340261;Private room;95;1;0;;;2;18
26945511;Chambre avec sdb/balcon/parking;63871277;Gé;Bordeaux;Bordeaux Sud;44.81691572671475;-0.5525429667312554;Private room;30;2;1;05/08/2018;0.71;2;177
26945620;Appartement cosy face à la gare;107108654;ISIdoor;Bordeaux;Bordeaux Sud;44.82711915535121;-0.5554467218419423;Entire home/apt;45;2;3;24/08/2018;1.88;17;0
26947001;L'appart de Saige;4310833;Jean-Christophe;Bordeaux;Centre ville (Bordeaux);44.84221067096088;-0.5718594060472852;Entire home/apt;110;2;0;;;17;156
26949751;Grand duplex chaleureux / au coeur des Chartrons;16325977;Armance Et David;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85345752348519;-0.5715440106604747;Entire home/apt;68;2;2;19/08/2018;1.67;1;9
26950174;Appartement avec terrasse au cœur de Bordeaux;5057141;Murielle;Bordeaux;Nansouty - Saint Gens;44.82985281790492;-0.5777351805800102;Entire home/apt;55;2;11;10/09/2018;5.89;1;13
26952545;LOFT XXL AU CŒUR DU QUARTIER SAINT MICHEL;202791371;Pascale-Edwige;Bordeaux;Bordeaux Sud;44.83479416799852;-0.5698076178804624;Entire home/apt;150;2;2;18/08/2018;1.71;1;0
26955081;Appartement neuf, entre Grands Hommes et Gambetta;80215979;Inès;Bordeaux;Centre ville (Bordeaux);44.84131050591467;-0.5777325485797509;Entire home/apt;40;3;7;05/09/2018;5.00;1;12
26955127;Location saisonnière maison de charme Bordeaux;38310784;Florence;Bordeaux;Nansouty - Saint Gens;44.81373530959514;-0.5662177394763999;Entire home/apt;150;7;1;18/08/2018;1;1;0
26956036;T2 Gradignan avec balcon;202828638;Maeva;Gradignan;Gradignan;44.781224050623294;-0.6037543497638025;Entire home/apt;35;3;4;31/08/2018;2.40;1;0
26966654;maisonnette avec piscine privée chauffée;50311595;Olivier;Pessac;France Alouette;44.80143581667456;-0.6789001481670551;Entire home/apt;80;2;0;;;2;58
26967534;Appartement vue sur la Garonne avec terrasse;40571112;Chloé;Lormont;Lormont;44.877627645491664;-0.5353631308609248;Entire home/apt;50;1;3;19/08/2018;1.96;1;0
26967730;Appartement cosy pour un séjour à Bordeaux;34711005;Alizée;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85212192856931;-0.5836103118003404;Entire home/apt;50;2;3;09/09/2018;2.37;1;323
26968065;Bordeaux St Michel : chambre privée de 18 m2;202930040;Farida;Bordeaux;Bordeaux Sud;44.83386930929551;-0.5659274548096523;Private room;35;1;25;12/09/2018;13.16;1;140
26968913;Maison d'architecte à proximité de Bordeaux;200414614;François-Xavier;Eysines;Eysines;44.88626859729942;-0.6360116911022811;Entire home/apt;450;7;0;;;1;179
26970056;chambre privée type studio entrée indépendante;184281429;Fanny;Cenon;Palmer-Gravires-Cavailles;44.85266195464345;-0.5298892949080102;Private room;30;1;2;10/08/2018;1.43;1;0
26974822;Maison rénovée Bordeaux;13940819;Eric;Bgles;Bgles;44.80173914313219;-0.5688218662803941;Entire home/apt;116;2;0;;;2;59
26976732;Le petit Atelier;118718404;Raphael;Talence;Talence;44.80793738007949;-0.5853976103435017;Entire home/apt;43;2;6;25/08/2018;3.16;1;0
26977833;Awesome apartment 70m² with balcony;52843124;Laura;Merignac;Arlac;44.82590849110995;-0.6191800647286773;Entire home/apt;60;4;4;18/08/2018;2.93;1;63
26984430;Studio charmant 10 min de centre en tram;15448765;Oksana;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.83019770931947;-0.6077971956011314;Entire home/apt;23;1;10;26/08/2018;5.00;1;0
26985763;T2 Bordeaux proche du centre;135782726;Snoopy;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.86296360092862;-0.5768147439026626;Entire home/apt;55;1;0;;;1;0
26986853;Appartement au cœur de Bordeaux;57667965;Nicolas;Bordeaux;Bordeaux Sud;44.83501598566299;-0.5677006687400945;Entire home/apt;77;3;0;;;1;60
26987141;Beautiful 37sq flat - Capucins;160814130;Thibaut;Bordeaux;Bordeaux Sud;44.83422917657921;-0.5666224335154242;Entire home/apt;60;3;4;25/08/2018;3.00;18;0
26988582;With the calm close to the center. Easy parking;3144593;Rachel;Bordeaux;Centre ville (Bordeaux);44.84567563115451;-0.5946070874353829;Entire home/apt;75;2;6;31/08/2018;4.19;1;27
26989182;Grand t3 + terrasse agréable proche gare;203057890;Clara;Bordeaux;Bordeaux Sud;44.827429261037864;-0.5620663206403006;Entire home/apt;55;4;2;27/08/2018;2;1;209
26990378;Chambre, centre de Bordeaux (Rue St-Catherine);52398444;Chloé;Bordeaux;Bordeaux Sud;44.83295408520798;-0.5720382294389649;Private room;17;1;7;27/08/2018;3.50;1;38
26993164;Appartement duplex face ARENA 5min BORDEAUX CENTRE;198682420;Leila;Floirac;Floirac;44.82748250518308;-0.5301579169709831;Entire home/apt;60;2;8;03/09/2018;4.90;1;0
27011772;Maisonette entre Bordeaux et le bassin d'Arcachon;203234999;Frédéric;Pessac;France Alouette;44.783811408517835;-0.6800165322073916;Entire home/apt;28;5;5;01/09/2018;3.26;1;1
27014385;Appartement au cœur de Bordeaux;135491076;Léa;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.852435990135675;-0.5774908051479072;Entire home/apt;120;2;4;10/09/2018;2.18;1;286
27014459;Chambre à louer, seul ou en couple;203253627;Antoine;Bordeaux;Bordeaux Maritime;44.86066996655728;-0.558999831225688;Private room;29;1;3;19/08/2018;2.31;1;15
27017088;Heart of Bordeaux, Terrace + Parking (extra);18796190;Julie;Bordeaux;Centre ville (Bordeaux);44.84281137662843;-0.5805461153664725;Entire home/apt;125;3;4;26/08/2018;3.08;17;22
27017634;Charming apartment in the heart of Bordeaux;184945495;Welkeys;Bordeaux;Centre ville (Bordeaux);44.83713058049141;-0.5726031675677887;Entire home/apt;69;2;2;21/08/2018;2;5;64
27020043;Maison de village à La Tour d'Aigues (84);136874994;Cyril;Bordeaux;Centre ville (Bordeaux);44.84180942699838;-0.5857422309696075;Entire home/apt;40;4;0;;;1;0
27022436;Chambre en Bordeaux Centre;26956938;Briony;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.833826434547774;-0.5804981377538858;Private room;30;2;6;12/09/2018;6;1;158
27022796;Studio Bordeaux centre avec parking fermé gratuit;12378620;Julien;Bordeaux;Centre ville (Bordeaux);44.83808633498819;-0.573121506799287;Entire home/apt;57;2;14;11/09/2018;8.75;1;28
27024902;Appartement calme et spacieux à Bordeaux;54714449;Anne Claire;Cenon;Gambetta-Mairie-Lissandre;44.8505940828905;-0.5328081251958977;Entire home/apt;70;2;3;04/09/2018;3;2;0
27025716;T2  avec jardin privatif à 5 min de la gare;203334528;Corentin;Bordeaux;Bordeaux Sud;44.828023719248826;-0.5630143753882327;Entire home/apt;60;1;3;19/08/2018;2.43;1;0
27025912;Studio charmant en centre ville de Bordeaux;138900289;Axelle;Bordeaux;Nansouty - Saint Gens;44.82395326915064;-0.5732211297413521;Entire home/apt;26;3;1;11/08/2018;0.83;1;59
27028121;Logement a une chambre libre;203222349;Josepha;Bgles;Bgles;44.810883237243;-0.5496538456644899;Private room;40;4;0;;;1;252
27036313;Studio tout simple;203438767;Dorys;Le Bouscat;Le Bouscat;44.870161344685066;-0.602636911235;Entire home/apt;45;3;0;;;1;286
27039366;Talence centre : chambre d'hôte  très calme;156211938;Pascale;Talence;Talence;44.81598031450248;-0.5908974608995987;Private room;80;1;0;;;1;282
27041975;Logement privé: double chambres, vue jardin privé;84440847;Sophie;Bordeaux;Bordeaux Maritime;44.861411543847694;-0.5635221095382553;Entire home/apt;48;1;2;23/08/2018;1.67;2;44
27043397;Petite maison rénovée secteur Hôpitaux Pessac;116830677;Julie;Pessac;France Alouette;44.79307016855738;-0.6674556021226624;Entire home/apt;48;2;19;09/09/2018;10.00;1;211
27043547;Grande maison avec jardin au centre de Bordeaux!;6515844;Emilie;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85276479579573;-0.5803232252734314;Entire home/apt;83;2;5;26/08/2018;3.49;1;181
27044571;Bordeaux Rooftop on the lake;8414878;Hugo;Bordeaux;Bordeaux Maritime;44.88201039697463;-0.5704065610682096;Entire home/apt;160;3;0;;;1;275
27046928;Studio avec lit double;179307252;Victoria Garden Bordeaux;Bordeaux;Nansouty - Saint Gens;44.82715502112498;-0.5732255807885358;Entire home/apt;69;1;0;;;5;253
27046934;Studio avec 2 lits simples;179307252;Victoria Garden Bordeaux;Bordeaux;Nansouty - Saint Gens;44.8260978788967;-0.5734993050168069;Entire home/apt;69;1;0;;;5;253
27046937;Studio avec lit double et coin détente;179307252;Victoria Garden Bordeaux;Bordeaux;Nansouty - Saint Gens;44.825498475150454;-0.5723926484049534;Entire home/apt;79;1;0;;;5;253
27046941;Appartement idéal pour 3!;179307252;Victoria Garden Bordeaux;Bordeaux;Nansouty - Saint Gens;44.82684741557701;-0.574159467850168;Entire home/apt;79;1;0;;;5;253
27046943;Suite Famille pour 4Pers : Lit double et canapé;179307252;Victoria Garden Bordeaux;Bordeaux;Nansouty - Saint Gens;44.826135829413396;-0.5735672972798466;Entire home/apt;109;1;0;;;5;253
27048204;Super studio terrasse Rue Sainte Catherine;79003135;Ophelie;Bordeaux;Bordeaux Sud;44.83249824910175;-0.5743229834952196;Entire home/apt;45;6;1;07/08/2018;0.75;1;318
27051053;Appartement très lumineux Gambetta (hyper centre);143946231;Walter;Bordeaux;Centre ville (Bordeaux);44.84228898161785;-0.5846548569205947;Entire home/apt;70;2;2;05/08/2018;1.30;1;346
27051264;Bordeaux centre appt en duplec avec terrasse;203536460;Sandrine;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85050495685819;-0.58069364472883;Entire home/apt;120;5;1;19/08/2018;1;2;153
27051800;70m2 - Peaceful and Quiet Garden Downtown;8515510;Oriane;Bordeaux;Centre ville (Bordeaux);44.84754891318757;-0.5824122462377429;Entire home/apt;80;4;0;;;1;0
27056425;Joli appartement centre ville de Bordeaux;102725814;Séverine;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.8313082145859;-0.5790971050258754;Entire home/apt;50;2;8;28/08/2018;6.49;1;9
27057110;Magnifique appartement dans le Palais Gallien;9736895;Julia;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.84826891760343;-0.5823439002540935;Entire home/apt;60;2;6;11/09/2018;3.67;1;15
27058622;Appartement+Balcon Bordeaux/Mérignac prés du Tram;96267624;Malak;Merignac;La Glacire;44.82702604779804;-0.6132221319304751;Entire home/apt;39;1;3;18/08/2018;2.37;1;285
27058963;Maison familiale avec piscine terrasse et jardin;4241301;Jean Claude;Eysines;Eysines;44.890382981617236;-0.6399564692453544;Entire home/apt;250;2;0;;;2;364
27061444;Chambre 9m2. Grande maison. Grand jardin.;107923210;Romain;Eysines;Eysines;44.86268430464762;-0.6561371235934487;Private room;32;1;6;08/09/2018;5.14;1;133
27068850;Jolie échoppe avec jardin;8813691;Sophie;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.83369998263146;-0.6074950857885982;Entire home/apt;62;1;5;06/09/2018;3.06;1;0
27070187;appartement T3 au calme;203698884;Richard;Pessac;La Paillre-Compostelle;44.796026059092064;-0.6080635846501764;Entire home/apt;70;6;0;;;1;57
27070369;Petite maison au fond du jardin;203699890;Alain;Pessac;France Alouette;44.794302886486356;-0.6597672918222386;Entire home/apt;28;2;10;06/09/2018;5.77;1;270
27072417;Maison avec terrasse;23019179;Anne Solene;Bordeaux;Bordeaux Sud;44.81960814391036;-0.5609322050781205;Entire home/apt;70;2;3;04/09/2018;2.20;2;67
27073383;Grand studio Bordeaux centre;25751558;Elodie;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.82998495165941;-0.5812971056061904;Entire home/apt;25;2;10;11/09/2018;5.77;1;31
27073458;Maison de ville calme avec terrasse;108255908;Sebastien;Bordeaux;Caudran;44.84014202416305;-0.6192066482369433;Entire home/apt;40;1;1;01/08/2018;0.65;1;0
27075674;Chambre privée proche aéroport Bordeaux / Mérignac;48737490;Dorothée;Merignac;Capeyron;44.846114811083574;-0.6423539737828695;Private room;27;1;9;20/08/2018;6.28;1;227
27077292;*BORIE* Apt in the heart of CHARTRONS area/terrace;17832583;Caroline;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85404228899934;-0.5672012309218767;Entire home/apt;110;3;1;06/09/2018;1;18;150
27077650;Appartement palais gallien;172006529;Charlie;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.84763550508957;-0.5806896726292288;Entire home/apt;55;5;5;19/08/2018;3.19;1;248
27078133;Superbe appartement au quai des Chartrons;203751729;Kacem;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85573624179723;-0.5670299228326026;Entire home/apt;75;2;5;27/08/2018;3.57;1;335
27079523;Superbe T2 charme centre Bordeaux Parking+Terrasse;15161790;Marion;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.852258496575395;-0.5854223936789932;Entire home/apt;85;2;6;09/09/2018;4.29;1;297
27080463;Logement entier 65m2 avec terrasse Cité du vin;203294613;Terlonge;Bordeaux;Bordeaux Maritime;44.85982992491934;-0.555258961543133;Entire home/apt;55;6;0;;;1;36
27082232;Bordeaux centre historique;203784970;Michelle;Bordeaux;Centre ville (Bordeaux);44.8367836120964;-0.5722694803320815;Entire home/apt;70;5;0;;;1;43
27083037;T4 Bordeaux Jardin Public;17697765;Edouard;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.84796596507846;-0.581078597556047;Entire home/apt;150;3;0;;;1;0
27083400;Appartement de charme plein centre;33848852;Hélèna;Bordeaux;Bordeaux Sud;44.83381560063505;-0.5702080145608327;Entire home/apt;65;2;3;17/08/2018;2.00;1;0
27083778;Grand appart dans le hypercentre bordelais;51186282;Catalina;Bordeaux;Centre ville (Bordeaux);44.837763906548666;-0.5728792181442223;Entire home/apt;100;2;6;25/08/2018;4.19;1;43
27086670;Chambre privée avec SDE proche de l’hippodrome;182464739;Khalid;Le Bouscat;Le Bouscat;44.867951855389315;-0.6226526519050833;Private room;25;2;1;11/08/2018;0.83;3;75
27094771;Appartement Studio Capucins;142084326;Alice;Bordeaux;Nansouty - Saint Gens;44.82689682360393;-0.5684824240413738;Entire home/apt;20;1;5;24/08/2018;2.94;1;0
27095322;Grande maison avec cour privée à Bacalan ch 2;189225332;Chloe;Bordeaux;Bordeaux Maritime;44.8822967070719;-0.5462956028587659;Private room;39;1;3;26/08/2018;3;5;0
27096485;Modern villa in the pines;85468317;Emmanuel;Saint-Aubin-de-Mdoc;Saint-Aubin-de-Mdoc;44.9117805299209;-0.7474888959097475;Entire home/apt;300;6;0;;;1;0
27096879;Jolie Maison Bordelaise;126316152;Delphine;Bordeaux;Bordeaux Maritime;44.87229769296734;-0.5504363594809256;Entire home/apt;80;1;1;06/08/2018;0.73;1;0
27097373;Bdx, spacieuse maison familiale pleine de charme;67068530;Manu;Bordeaux;Nansouty - Saint Gens;44.8260144037296;-0.574205580920067;Entire home/apt;150;3;2;18/08/2018;1.67;4;0
27099889;Grande maison avec cour privée à Bacalan ch 5;189225332;Chloe;Bordeaux;Bordeaux Maritime;44.88000123325878;-0.5476695700123326;Private room;24;1;5;24/08/2018;3.66;5;0
27101915;close to bougnard and camponac mediatheque tram;188752347;Ram;Pessac;Sardine;44.797704869202896;-0.6356387135091125;Private room;35;2;0;;;1;56
27104518;Chambre privée avec douche au cœur des chartrons;59925625;Maxime;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.8508373182198;-0.575129556099138;Private room;40;1;2;14/09/2018;2;1;94
27104654;Beau studio Cosy en plein de cœur de bordeaux;125731405;Samir;Bordeaux;Centre ville (Bordeaux);44.84362316100075;-0.5795402163899263;Entire home/apt;49;1;8;12/09/2018;4.29;1;157
27106374;Studio hyper centre;186636185;Florian;Bordeaux;Bordeaux Sud;44.83434683023623;-0.5741285883692469;Entire home/apt;35;2;14;08/09/2018;8.94;2;45
27107691;Grande maison avec cour fermée à Bx bacalan ch7;189225332;Chloe;Bordeaux;Bordeaux Maritime;44.88044063832588;-0.5475451795410138;Private room;25;1;1;07/08/2018;0.75;5;0
27108329;Maison cosy de 85 m2 avec jardin et piscine.;204028179;Catherine;Bruges;Bruges;44.89656804747991;-0.5923411773017989;Private room;35;1;1;13/08/2018;0.88;2;353
27108939;Chambre/bureau  15m2 +réfrigérateur+micronde,...;204033440;Aude & Claude;Villenave-d'Ornon;Villenave-d'Ornon;44.776868274082474;-0.5391143411320812;Private room;25;2;4;03/09/2018;2.86;1;48
27109410;Chambre double Ruines du Palais Gallien;6214026;Guillaume;Bordeaux;Centre ville (Bordeaux);44.847150840962435;-0.5829364808422943;Private room;35;3;2;09/09/2018;2;1;81
27110404;Appartement moderne à deux pas du centre;23038078;Nicolas;Bordeaux;Nansouty - Saint Gens;44.82415512964522;-0.5732478825026065;Entire home/apt;50;3;3;26/08/2018;2.57;1;0
27118426;Chambre privée, climatisée, à bordeaux bastide.;76403014;Nathalie;Bordeaux;La Bastide;44.84874708745704;-0.5393020263024927;Private room;49;2;0;;;1;0
27120394;Chambre entre l'université et Kedge;24178719;Ryan;Pessac;La Paillre-Compostelle;44.793785907661444;-0.6075665895270872;Private room;16;1;4;09/08/2018;2.40;2;0
27122019;T3 élégan/calme avec jardin à 3 min de Bordeaux;86718529;Abdelhak;Le Bouscat;Le Bouscat;44.86826974673099;-0.5901716497264321;Entire home/apt;80;2;4;09/09/2018;2.14;1;0
27123212;Belle échoppe cosy idéal couple Bordeaux-Bègles;6011915;Clemence;Bgles;Bgles;44.80923714086495;-0.5664025148266518;Entire home/apt;70;2;0;;;1;0
27124091;Appartement 60m2  avec balcon dans petite impasse;25290850;Léo;Bordeaux;Bordeaux Sud;44.82164681531724;-0.5613831786073293;Entire home/apt;70;4;2;06/09/2018;2;1;74
27124667;La maison des DOUDOUS;204137103;Yannick;Le Taillan-Mdoc;Le Taillan-Mdoc;44.90872229493366;-0.6944781814384633;Private room;40;1;2;15/09/2018;1.58;1;0
27126117;Chambre à 10 minutes du centre de Bordeaux.;134844806;Paul;Bordeaux;Centre ville (Bordeaux);44.83827667355329;-0.5782487979439594;Private room;30;1;4;17/08/2018;2.18;1;0
27126572;T3+ agréable, chaleureux, 90m2, quartier Ste-Croix;9945191;Bénédicte;Bordeaux;Bordeaux Sud;44.82826624309427;-0.5621487896512237;Entire home/apt;75;2;3;03/09/2018;2.14;1;0
27126817;Belle échoppe avec piscine dans Bordeaux centre;34598238;Clementine;Bordeaux;Nansouty - Saint Gens;44.82312559185921;-0.5679406392132926;Entire home/apt;90;2;3;11/09/2018;3;1;0
27126846;Un petit air de campagne au coeur de Bordeaux;204200972;Henriette;Bordeaux;Centre ville (Bordeaux);44.844484708966846;-0.5861117423747925;Entire home/apt;257;5;1;15/08/2018;0.94;1;0
27127009;Chambre privée dans appartement bordelais;21035892;Jeanne;Bordeaux;Bordeaux Sud;44.83393956061346;-0.5655134396095217;Private room;35;1;6;23/08/2018;4.19;1;0
